course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
1589,"Graph Databases - Intermediate Queries (Project-Based, Udemy)",Databases,graph databases intermediate queries databases,Beginner,12,3.9,Mr. T. Singh,"Learn Graph Databases through a intermediate queries focused course, covering key concepts in Databases.",44741,1499,French,"mentor-support, beginner-friendly, trending, hands-on",[]
1590,"Attention Mechanisms - Hands-on Project (Crash Course, Udemy)",Deep Learning,attention mechanisms hands on project deep learning,Intermediate,2,4.0,Mr. S. Gupta,"Learn Attention Mechanisms through a hands-on project focused course, covering key concepts in Deep Learning.",5932,4999,Spanish,"hands-on, project-based, job-ready",[1991]
1591,"React - Advanced Patterns (Self-Paced, DataCamp)",Web Development,react advanced patterns web development,Advanced,20,4.8,Mr. S. Gupta,"Learn React through a advanced patterns focused course, covering key concepts in Web Development.",36310,499,English + Hindi Subtitles,"trending, quiz-included, beginner-friendly",[959]
1592,"LSTM - Hands-on Project (Live Cohort, Pluralsight)",Deep Learning,lstm hands on project deep learning,Intermediate,20,3.9,Dr. N. Rao,"Learn LSTM through a hands-on project focused course, covering key concepts in Deep Learning.",8551,0,Hindi,"in-demand, project-based, trending",[1248]
1593,"Team Collaboration - Practical Guide (Crash Course, LinkedIn Learning)",Career Skills,team collaboration practical guide career skills,Beginner,2,4.9,Ms. K. Verma,"Learn Team Collaboration through a practical guide focused course, covering key concepts in Career Skills.",47467,1499,French,"industry-recognized, quiz-included, certificate",[]
1594,"Docker - Hands-on Practice (Crash Course, Udemy)",Cloud & DevOps,docker hands on practice cloud & devops,Advanced,15,4.1,Mr. T. Singh,"Learn Docker through a hands-on practice focused course, covering key concepts in Cloud & DevOps.",31546,1999,English,"certificate, industry-recognized",[1366]
1595,"NoSQL - Real World Projects (Live Cohort, edX)",Databases,nosql real world projects databases,Intermediate,4,4.3,Mr. S. Gupta,"Learn NoSQL through a real world projects focused course, covering key concepts in Databases.",717,999,English + Hindi Subtitles,"quiz-included, industry-recognized, project-based, trending","[117, 593]"
1596,"Infrastructure as Code - Fundamentals (Project-Based, DataCamp)",Cloud & DevOps,infrastructure as code fundamentals cloud & devops,Beginner,12,4.3,Prof. R. Iyer,"Learn Infrastructure as Code through a fundamentals focused course, covering key concepts in Cloud & DevOps.",23039,1499,French,"trending, quiz-included, beginner-friendly, in-demand",[]
1597,"Rust - Algorithms (Live Cohort, Pluralsight)",Programming,rust algorithms programming,Beginner,20,4.3,Prof. M. Khan,"Learn Rust through a algorithms focused course, covering key concepts in Programming.",22676,0,French,"project-based, certificate, beginner-friendly, in-demand",[]
1598,"GANs - Research Perspectives (Project-Based, Pluralsight)",Deep Learning,gans research perspectives deep learning,Advanced,12,4.0,Dr. L. Fernandes,"Learn GANs through a research perspectives focused course, covering key concepts in Deep Learning.",7398,2999,Spanish,"in-demand, beginner-friendly, industry-recognized","[1782, 2025]"
1599,"Graph Databases - Basics (Live Cohort, edX)",Databases,graph databases basics databases,Beginner,25,3.8,Prof. R. Iyer,"Learn Graph Databases through a basics focused course, covering key concepts in Databases.",38658,1499,English + Hindi Subtitles,"in-demand, certificate, hands-on, quiz-included",[]
1600,"Regression Analysis - Intermediate Concepts (Self-Paced, DataCamp)",Statistics & Math,regression analysis intermediate concepts statistics & math,Beginner,8,4.9,Prof. R. Iyer,"Learn Regression Analysis through a intermediate concepts focused course, covering key concepts in Statistics & Math.",17071,2999,Hindi,"beginner-friendly, in-demand, project-based",[]
1601,"HTML CSS - Full Stack Development (Live Cohort, Coursera)",Web Development,html css full stack development web development,Beginner,4,4.5,Prof. M. Khan,"Learn HTML CSS through a full stack development focused course, covering key concepts in Web Development.",37782,3999,Hindi,"in-demand, certificate",[]
1602,"Unsupervised Learning - Fundamentals (Self-Paced, DataCamp)",Machine Learning,unsupervised learning fundamentals machine learning,Beginner,6,3.6,Prof. M. Khan,"Learn Unsupervised Learning through a fundamentals focused course, covering key concepts in Machine Learning.",10290,3999,Hindi,"certificate, in-demand, project-based",[]
1603,"Big Data Processing - Best Practices (Project-Based, LinkedIn Learning)",Data Science,big data processing best practices data science,Advanced,15,3.6,Mr. S. Gupta,"Learn Big Data Processing through a best practices focused course, covering key concepts in Data Science.",5645,2499,English + Hindi Subtitles,"industry-recognized, hands-on, certificate",[1781]
1604,"Vue.js - Deployment Strategies (Live Cohort, Coursera)",Web Development,vue.js deployment strategies web development,Intermediate,8,3.6,Dr. A. Sharma,"Learn Vue.js through a deployment strategies focused course, covering key concepts in Web Development.",20289,1999,English,"job-ready, trending, certificate","[1305, 1895]"
1605,"Statistical Analysis - Fundamentals (Live Cohort, Coursera)",Data Science,statistical analysis fundamentals data science,Beginner,4,4.8,Prof. J. Mehta,"Learn Statistical Analysis through a fundamentals focused course, covering key concepts in Data Science.",48672,2999,English + Hindi Subtitles,"trending, project-based, quiz-included, beginner-friendly",[]
1606,"Ruby - Data Structures (Live Cohort, edX)",Programming,ruby data structures programming,Intermediate,15,4.6,Ms. P. Nair,"Learn Ruby through a data structures focused course, covering key concepts in Programming.",15706,1999,English + Hindi Subtitles,"certificate, trending, beginner-friendly","[79, 473]"
1607,"Data Storytelling - Intermediate Techniques (Project-Based, edX)",Data Visualization,data storytelling intermediate techniques data visualization,Advanced,30,3.6,Ms. P. Nair,"Learn Data Storytelling through a intermediate techniques focused course, covering key concepts in Data Visualization.",40380,1999,English + Hindi Subtitles,"hands-on, mentor-support",[1161]
1608,"MySQL - Performance Tuning (Live Cohort, DataCamp)",Databases,mysql performance tuning databases,Intermediate,4,4.9,Prof. R. Iyer,"Learn MySQL through a performance tuning focused course, covering key concepts in Databases.",1651,2999,English,"mentor-support, in-demand, certificate, hands-on",[1410]
1609,"Explainable AI - Hands-on Project (Project-Based, DataCamp)",AI Specialized,explainable ai hands on project ai specialized,Beginner,25,4.5,Ms. K. Verma,"Learn Explainable AI through a hands-on project focused course, covering key concepts in AI Specialized.",43675,1999,Hindi,"certificate, mentor-support, beginner-friendly, industry-recognized",[]
1610,"Dashboard Design - Real World Projects (Self-Paced, LinkedIn Learning)",Data Visualization,dashboard design real world projects data visualization,Advanced,6,3.7,Prof. R. Iyer,"Learn Dashboard Design through a real world projects focused course, covering key concepts in Data Visualization.",41622,3999,English + Hindi Subtitles,"mentor-support, beginner-friendly, in-demand, job-ready","[1130, 1632]"
1611,"Robotics - Introduction (Project-Based, edX)",AI Specialized,robotics introduction ai specialized,Beginner,30,4.4,Ms. P. Nair,"Learn Robotics through a introduction focused course, covering key concepts in AI Specialized.",9718,0,French,"project-based, job-ready",[]
1612,"Data Warehousing - Real World Projects (Project-Based, edX)",Databases,data warehousing real world projects databases,Advanced,4,4.6,Dr. A. Sharma,"Learn Data Warehousing through a real world projects focused course, covering key concepts in Databases.",22777,1499,Hindi,"quiz-included, job-ready, beginner-friendly, mentor-support","[1375, 1589]"
1613,"Java - Basics (Project-Based, edX)",Programming,java basics programming,Beginner,6,4.3,Mr. T. Singh,"Learn Java through a basics focused course, covering key concepts in Programming.",3371,1499,Hindi,"hands-on, in-demand",[]
1614,"Terraform - Fundamentals (Crash Course, Udemy)",Cloud & DevOps,terraform fundamentals cloud & devops,Beginner,20,4.9,Dr. N. Rao,"Learn Terraform through a fundamentals focused course, covering key concepts in Cloud & DevOps.",36775,2499,French,"beginner-friendly, project-based, industry-recognized",[]
1615,"Seaborn - Advanced Dashboards (Project-Based, Udemy)",Data Visualization,seaborn advanced dashboards data visualization,Advanced,20,4.9,Ms. K. Verma,"Learn Seaborn through a advanced dashboards focused course, covering key concepts in Data Visualization.",40130,2499,English,"quiz-included, beginner-friendly, hands-on",[1899]
1616,"Django - Building Projects (Project-Based, LinkedIn Learning)",Web Development,django building projects web development,Intermediate,25,4.8,Dr. A. Sharma,"Learn Django through a building projects focused course, covering key concepts in Web Development.",46450,999,French,"hands-on, mentor-support, in-demand",[102]
1617,"Clustering - Real World Case Studies (Crash Course, Coursera)",Machine Learning,clustering real world case studies machine learning,Intermediate,25,3.5,Ms. K. Verma,"Learn Clustering through a real world case studies focused course, covering key concepts in Machine Learning.",17330,0,Spanish,"project-based, job-ready, in-demand",[962]
1618,"TypeScript - Concurrency (Live Cohort, Udemy)",Programming,typescript concurrency programming,Intermediate,15,4.5,Prof. J. Mehta,"Learn TypeScript through a concurrency focused course, covering key concepts in Programming.",22502,0,French,"project-based, certificate",[123]
1619,"C++ - Advanced Concepts (Live Cohort, LinkedIn Learning)",Programming,c++ advanced concepts programming,Advanced,25,5.0,Prof. J. Mehta,"Learn C++ through a advanced concepts focused course, covering key concepts in Programming.",33249,2499,Spanish,"project-based, industry-recognized, hands-on","[207, 792]"
1620,"Google Cloud - Production Deployment (Crash Course, Udemy)",Cloud & DevOps,google cloud production deployment cloud & devops,Beginner,15,4.0,Prof. M. Khan,"Learn Google Cloud through a production deployment focused course, covering key concepts in Cloud & DevOps.",28423,999,Hindi,"trending, job-ready, in-demand, quiz-included",[]
1621,"Redis - Performance Tuning (Self-Paced, Pluralsight)",Databases,redis performance tuning databases,Intermediate,12,4.1,Prof. J. Mehta,"Learn Redis through a performance tuning focused course, covering key concepts in Databases.",41007,1499,English,"mentor-support, hands-on","[1649, 1918]"
1622,"GraphQL - Advanced Patterns (Live Cohort, DataCamp)",Web Development,graphql advanced patterns web development,Advanced,6,4.8,Ms. K. Verma,"Learn GraphQL through a advanced patterns focused course, covering key concepts in Web Development.",38919,0,English,"industry-recognized, trending",[979]
1623,"Chatbot Development - Hands-on Project (Project-Based, Coursera)",AI Specialized,chatbot development hands on project ai specialized,Intermediate,2,4.9,Mr. T. Singh,"Learn Chatbot Development through a hands-on project focused course, covering key concepts in AI Specialized.",38758,1999,Spanish,"in-demand, hands-on","[544, 739]"
1624,"Regression - Advanced Techniques (Live Cohort, Coursera)",Machine Learning,regression advanced techniques machine learning,Advanced,25,3.5,Prof. M. Khan,"Learn Regression through a advanced techniques focused course, covering key concepts in Machine Learning.",8096,1999,French,"quiz-included, industry-recognized, beginner-friendly, in-demand",[642]
1625,"React - Deployment Strategies (Self-Paced, LinkedIn Learning)",Web Development,react deployment strategies web development,Advanced,10,4.0,Prof. J. Mehta,"Learn React through a deployment strategies focused course, covering key concepts in Web Development.",46765,499,English + Hindi Subtitles,"in-demand, hands-on, quiz-included",[1828]
1626,"Interview Preparation - Fundamentals (Live Cohort, Coursera)",Career Skills,interview preparation fundamentals career skills,Beginner,8,4.0,Ms. K. Verma,"Learn Interview Preparation through a fundamentals focused course, covering key concepts in Career Skills.",36902,1499,French,"certificate, mentor-support, job-ready",[]
1627,"Terraform - Best Practices (Self-Paced, Udemy)",Cloud & DevOps,terraform best practices cloud & devops,Beginner,2,4.7,Prof. M. Khan,"Learn Terraform through a best practices focused course, covering key concepts in Cloud & DevOps.",47906,1499,Hindi,"mentor-support, job-ready, hands-on, in-demand",[]
1628,"Recommendation Systems - Hands-on Project (Self-Paced, Udemy)",AI Specialized,recommendation systems hands on project ai specialized,Advanced,10,4.8,Dr. L. Fernandes,"Learn Recommendation Systems through a hands-on project focused course, covering key concepts in AI Specialized.",26627,4999,Spanish,"mentor-support, beginner-friendly, trending",[1238]
1629,"Tableau - Intermediate Techniques (Project-Based, Udemy)",Data Visualization,tableau intermediate techniques data visualization,Intermediate,25,4.5,Ms. K. Verma,"Learn Tableau through a intermediate techniques focused course, covering key concepts in Data Visualization.",34591,999,French,"certificate, trending",[368]
1630,"Regression Analysis - Applied Techniques (Live Cohort, Coursera)",Statistics & Math,regression analysis applied techniques statistics & math,Beginner,6,3.9,Mr. S. Gupta,"Learn Regression Analysis through a applied techniques focused course, covering key concepts in Statistics & Math.",2885,2999,French,"quiz-included, mentor-support, project-based, in-demand",[]
1631,"D3.js - Basics (Self-Paced, Udemy)",Data Visualization,d3.js basics data visualization,Beginner,15,4.2,Ms. P. Nair,"Learn D3.js through a basics focused course, covering key concepts in Data Visualization.",42036,3999,French,"in-demand, mentor-support",[]
1632,"Plotly - Basics (Crash Course, edX)",Data Visualization,plotly basics data visualization,Beginner,10,4.0,Dr. L. Fernandes,"Learn Plotly through a basics focused course, covering key concepts in Data Visualization.",14489,3999,English + Hindi Subtitles,"project-based, quiz-included, job-ready, beginner-friendly",[]
1633,"HTML CSS - Fundamentals (Project-Based, Pluralsight)",Web Development,html css fundamentals web development,Beginner,6,3.6,Prof. M. Khan,"Learn HTML CSS through a fundamentals focused course, covering key concepts in Web Development.",41842,1499,English,"quiz-included, in-demand, trending",[]
1634,"C++ - Data Structures (Live Cohort, LinkedIn Learning)",Programming,c++ data structures programming,Advanced,6,4.9,Prof. J. Mehta,"Learn C++ through a data structures focused course, covering key concepts in Programming.",32167,1999,French,"job-ready, project-based, certificate, quiz-included",[951]
1635,"Data Warehousing - Basics (Live Cohort, LinkedIn Learning)",Databases,data warehousing basics databases,Beginner,4,4.6,Dr. N. Rao,"Learn Data Warehousing through a basics focused course, covering key concepts in Databases.",34658,2999,Hindi,"job-ready, quiz-included, certificate",[]
1636,"C++ - Data Structures (Crash Course, Pluralsight)",Programming,c++ data structures programming,Advanced,4,4.7,Prof. J. Mehta,"Learn C++ through a data structures focused course, covering key concepts in Programming.",32460,2999,English + Hindi Subtitles,"industry-recognized, project-based, mentor-support",[397]
1637,"GANs - Foundations (Self-Paced, edX)",Deep Learning,gans foundations deep learning,Intermediate,12,3.6,Prof. M. Khan,"Learn GANs through a foundations focused course, covering key concepts in Deep Learning.",42179,2999,English + Hindi Subtitles,"in-demand, mentor-support",[1122]
1638,"Java - Advanced Concepts (Live Cohort, Coursera)",Programming,java advanced concepts programming,Advanced,25,4.4,Mr. S. Gupta,"Learn Java through a advanced concepts focused course, covering key concepts in Programming.",47507,0,English,"industry-recognized, quiz-included, beginner-friendly, hands-on",[55]
1639,"Ruby - Design Patterns (Project-Based, Udemy)",Programming,ruby design patterns programming,Beginner,15,4.7,Dr. A. Sharma,"Learn Ruby through a design patterns focused course, covering key concepts in Programming.",5777,2499,French,"beginner-friendly, in-demand, project-based",[]
1640,"Computer Vision - Introduction (Live Cohort, DataCamp)",AI Specialized,computer vision introduction ai specialized,Beginner,6,3.7,Dr. N. Rao,"Learn Computer Vision through a introduction focused course, covering key concepts in AI Specialized.",49913,4999,Hindi,"in-demand, beginner-friendly, job-ready",[]
1641,"Vue.js - Deployment Strategies (Project-Based, Coursera)",Web Development,vue.js deployment strategies web development,Intermediate,15,4.3,Prof. J. Mehta,"Learn Vue.js through a deployment strategies focused course, covering key concepts in Web Development.",41334,4999,English + Hindi Subtitles,"hands-on, certificate, in-demand",[1172]
1642,"Kotlin - Design Patterns (Crash Course, Pluralsight)",Programming,kotlin design patterns programming,Intermediate,2,4.7,Mr. S. Gupta,"Learn Kotlin through a design patterns focused course, covering key concepts in Programming.",19811,4999,English,"quiz-included, industry-recognized",[143]
1643,"Angular - Fundamentals (Crash Course, Pluralsight)",Web Development,angular fundamentals web development,Beginner,20,4.6,Prof. M. Khan,"Learn Angular through a fundamentals focused course, covering key concepts in Web Development.",34686,2999,Spanish,"job-ready, certificate, quiz-included, beginner-friendly",[]
1644,"Ensemble Methods - Optimization Strategies (Crash Course, edX)",Machine Learning,ensemble methods optimization strategies machine learning,Advanced,10,4.1,Dr. A. Sharma,"Learn Ensemble Methods through a optimization strategies focused course, covering key concepts in Machine Learning.",22763,1499,French,"mentor-support, hands-on","[1280, 1466]"
1645,"Data Ethics and Privacy - Fundamentals (Project-Based, Coursera)",Career Skills,data ethics and privacy fundamentals career skills,Beginner,30,4.8,Mr. T. Singh,"Learn Data Ethics and Privacy through a fundamentals focused course, covering key concepts in Career Skills.",17669,2999,Hindi,"beginner-friendly, hands-on, quiz-included",[]
1646,"Prompt Engineering - Fundamentals (Project-Based, Udemy)",AI Specialized,prompt engineering fundamentals ai specialized,Beginner,8,4.1,Dr. N. Rao,"Learn Prompt Engineering through a fundamentals focused course, covering key concepts in AI Specialized.",41047,499,English,"beginner-friendly, trending, quiz-included, industry-recognized",[]
1647,"Calculus - Advanced Theory (Crash Course, Pluralsight)",Statistics & Math,calculus advanced theory statistics & math,Advanced,6,4.7,Prof. M. Khan,"Learn Calculus through a advanced theory focused course, covering key concepts in Statistics & Math.",48506,0,Hindi,"quiz-included, in-demand",[1094]
1648,"Project Management - Fundamentals (Crash Course, edX)",Career Skills,project management fundamentals career skills,Beginner,8,4.3,Dr. A. Sharma,"Learn Project Management through a fundamentals focused course, covering key concepts in Career Skills.",44293,3999,Spanish,"quiz-included, trending, beginner-friendly",[]
1649,"NoSQL - Real World Projects (Project-Based, edX)",Databases,nosql real world projects databases,Beginner,6,4.1,Ms. P. Nair,"Learn NoSQL through a real world projects focused course, covering key concepts in Databases.",17177,1499,French,"mentor-support, job-ready, project-based",[]
1650,"Data Analysis - Intermediate Techniques (Crash Course, DataCamp)",Data Science,data analysis intermediate techniques data science,Intermediate,15,3.5,Dr. L. Fernandes,"Learn Data Analysis through a intermediate techniques focused course, covering key concepts in Data Science.",40094,0,Spanish,"certificate, in-demand, trending",[1819]
1651,"FastAPI - Full Stack Development (Project-Based, LinkedIn Learning)",Web Development,fastapi full stack development web development,Intermediate,20,4.1,Prof. R. Iyer,"Learn FastAPI through a full stack development focused course, covering key concepts in Web Development.",10188,1999,English + Hindi Subtitles,"project-based, beginner-friendly",[1479]
1652,"Graph Databases - Advanced Techniques (Self-Paced, DataCamp)",Databases,graph databases advanced techniques databases,Advanced,8,4.5,Ms. P. Nair,"Learn Graph Databases through a advanced techniques focused course, covering key concepts in Databases.",18211,4999,Hindi,"industry-recognized, trending, quiz-included, job-ready",[59]
1653,"Node.js - Full Stack Development (Self-Paced, Udemy)",Web Development,node.js full stack development web development,Advanced,20,3.9,Mr. T. Singh,"Learn Node.js through a full stack development focused course, covering key concepts in Web Development.",28617,2499,Spanish,"in-demand, hands-on, job-ready",[1305]
1654,"Classification - Hands-on Project (Self-Paced, edX)",Machine Learning,classification hands on project machine learning,Beginner,12,4.0,Prof. J. Mehta,"Learn Classification through a hands-on project focused course, covering key concepts in Machine Learning.",17407,1499,English + Hindi Subtitles,"mentor-support, trending",[]
1655,"LSTM - Hands-on Project (Self-Paced, LinkedIn Learning)",Deep Learning,lstm hands on project deep learning,Intermediate,20,3.7,Ms. P. Nair,"Learn LSTM through a hands-on project focused course, covering key concepts in Deep Learning.",37091,999,Hindi,"hands-on, project-based, in-demand, industry-recognized",[541]
1656,"PostgreSQL - Performance Tuning (Live Cohort, Udemy)",Databases,postgresql performance tuning databases,Intermediate,8,3.9,Prof. R. Iyer,"Learn PostgreSQL through a performance tuning focused course, covering key concepts in Databases.",22810,1499,English + Hindi Subtitles,"job-ready, in-demand, certificate, hands-on","[26, 1259]"
1657,"Linear Algebra - Fundamentals (Crash Course, DataCamp)",Statistics & Math,linear algebra fundamentals statistics & math,Beginner,2,3.7,Prof. M. Khan,"Learn Linear Algebra through a fundamentals focused course, covering key concepts in Statistics & Math.",42319,1999,Spanish,"industry-recognized, project-based, trending",[]
1658,"MySQL - Performance Tuning (Crash Course, edX)",Databases,mysql performance tuning databases,Beginner,4,4.7,Dr. N. Rao,"Learn MySQL through a performance tuning focused course, covering key concepts in Databases.",45647,4999,Spanish,"beginner-friendly, quiz-included",[]
1659,"D3.js - Best Practices (Crash Course, LinkedIn Learning)",Data Visualization,d3.js best practices data visualization,Intermediate,20,4.9,Prof. M. Khan,"Learn D3.js through a best practices focused course, covering key concepts in Data Visualization.",26448,1999,English,"quiz-included, project-based",[1515]
1660,"Exploratory Data Analysis - Intermediate Techniques (Project-Based, Pluralsight)",Data Science,exploratory data analysis intermediate techniques data science,Advanced,20,4.0,Ms. P. Nair,"Learn Exploratory Data Analysis through a intermediate techniques focused course, covering key concepts in Data Science.",35144,2499,English + Hindi Subtitles,"industry-recognized, quiz-included, beginner-friendly",[1572]
1661,"AutoML - Introduction (Self-Paced, LinkedIn Learning)",Machine Learning,automl introduction machine learning,Beginner,8,4.8,Dr. L. Fernandes,"Learn AutoML through a introduction focused course, covering key concepts in Machine Learning.",24183,2499,English + Hindi Subtitles,"hands-on, quiz-included, job-ready, trending",[]
1662,"Time Series Analysis - Fundamentals (Live Cohort, DataCamp)",Statistics & Math,time series analysis fundamentals statistics & math,Beginner,30,4.0,Mr. T. Singh,"Learn Time Series Analysis through a fundamentals focused course, covering key concepts in Statistics & Math.",23882,4999,English,"mentor-support, in-demand, hands-on, certificate",[]
1663,"Excel Visualization - Real World Projects (Self-Paced, Udemy)",Data Visualization,excel visualization real world projects data visualization,Advanced,10,4.4,Prof. R. Iyer,"Learn Excel Visualization through a real world projects focused course, covering key concepts in Data Visualization.",12825,2999,Hindi,"industry-recognized, project-based",[824]
1664,"Django - Best Practices (Project-Based, edX)",Web Development,django best practices web development,Intermediate,2,4.0,Mr. T. Singh,"Learn Django through a best practices focused course, covering key concepts in Web Development.",6819,1999,Spanish,"job-ready, certificate, project-based, quiz-included",[1240]
1665,"Database Optimization - Performance Tuning (Live Cohort, edX)",Databases,database optimization performance tuning databases,Intermediate,30,4.2,Mr. S. Gupta,"Learn Database Optimization through a performance tuning focused course, covering key concepts in Databases.",19210,499,French,"quiz-included, in-demand, hands-on","[59, 1066]"
1666,"Transformers - Fundamentals (Live Cohort, Coursera)",Deep Learning,transformers fundamentals deep learning,Beginner,25,4.6,Mr. T. Singh,"Learn Transformers through a fundamentals focused course, covering key concepts in Deep Learning.",18722,2499,Spanish,"certificate, job-ready",[]
1667,"Autoencoders - Hands-on Project (Crash Course, Coursera)",Deep Learning,autoencoders hands on project deep learning,Beginner,8,4.4,Ms. P. Nair,"Learn Autoencoders through a hands-on project focused course, covering key concepts in Deep Learning.",6754,0,English,"quiz-included, hands-on, trending",[]
1668,"Hyperparameter Tuning - Fundamentals (Project-Based, DataCamp)",Machine Learning,hyperparameter tuning fundamentals machine learning,Beginner,4,4.2,Dr. A. Sharma,"Learn Hyperparameter Tuning through a fundamentals focused course, covering key concepts in Machine Learning.",25264,3999,French,"project-based, hands-on, job-ready, in-demand",[]
1669,"RNN - Research Perspectives (Project-Based, DataCamp)",Deep Learning,rnn research perspectives deep learning,Advanced,30,3.8,Dr. L. Fernandes,"Learn RNN through a research perspectives focused course, covering key concepts in Deep Learning.",20636,2499,English,"beginner-friendly, certificate, quiz-included","[541, 1149]"
1670,"Statistical Analysis - Industry Applications (Crash Course, DataCamp)",Data Science,statistical analysis industry applications data science,Advanced,8,4.5,Prof. J. Mehta,"Learn Statistical Analysis through a industry applications focused course, covering key concepts in Data Science.",27951,3999,Spanish,"industry-recognized, quiz-included, in-demand, mentor-support",[462]
1671,"TypeScript - Algorithms (Project-Based, edX)",Programming,typescript algorithms programming,Intermediate,20,5.0,Prof. M. Khan,"Learn TypeScript through a algorithms focused course, covering key concepts in Programming.",44308,2499,French,"mentor-support, hands-on, job-ready, trending",[1639]
1672,"Interactive Charts - Real World Projects (Project-Based, Pluralsight)",Data Visualization,interactive charts real world projects data visualization,Intermediate,6,3.7,Dr. L. Fernandes,"Learn Interactive Charts through a real world projects focused course, covering key concepts in Data Visualization.",14200,1999,English,"industry-recognized, quiz-included","[1764, 1899]"
1673,"Neural Networks - Foundations (Live Cohort, LinkedIn Learning)",Deep Learning,neural networks foundations deep learning,Beginner,8,4.4,Prof. R. Iyer,"Learn Neural Networks through a foundations focused course, covering key concepts in Deep Learning.",17982,1499,English,"job-ready, project-based, beginner-friendly, industry-recognized",[]
1674,"Regression - Hands-on Project (Crash Course, Udemy)",Machine Learning,regression hands on project machine learning,Advanced,10,5.0,Mr. S. Gupta,"Learn Regression through a hands-on project focused course, covering key concepts in Machine Learning.",28475,2999,Hindi,"job-ready, mentor-support, in-demand",[1114]
1675,"Data Cleaning - Advanced Methods (Crash Course, Coursera)",Data Science,data cleaning advanced methods data science,Advanced,10,4.3,Dr. A. Sharma,"Learn Data Cleaning through a advanced methods focused course, covering key concepts in Data Science.",12996,0,English,"industry-recognized, quiz-included, mentor-support","[462, 572]"
1676,"Interactive Charts - Basics (Project-Based, DataCamp)",Data Visualization,interactive charts basics data visualization,Beginner,12,4.3,Ms. K. Verma,"Learn Interactive Charts through a basics focused course, covering key concepts in Data Visualization.",25698,0,French,"quiz-included, beginner-friendly",[]
1677,"Calculus - Applied Techniques (Crash Course, Udemy)",Statistics & Math,calculus applied techniques statistics & math,Advanced,15,3.9,Mr. T. Singh,"Learn Calculus through a applied techniques focused course, covering key concepts in Statistics & Math.",38901,1999,English,"trending, in-demand",[224]
1678,"Resume Building - Practical Guide (Project-Based, edX)",Career Skills,resume building practical guide career skills,Intermediate,15,4.9,Prof. R. Iyer,"Learn Resume Building through a practical guide focused course, covering key concepts in Career Skills.",5947,999,Hindi,"beginner-friendly, certificate",[211]
1679,"GANs - Advanced Architectures (Crash Course, Pluralsight)",Deep Learning,gans advanced architectures deep learning,Advanced,6,4.0,Ms. K. Verma,"Learn GANs through a advanced architectures focused course, covering key concepts in Deep Learning.",24897,499,English,"job-ready, trending, beginner-friendly, mentor-support",[955]
1680,"React - Fundamentals (Self-Paced, LinkedIn Learning)",Web Development,react fundamentals web development,Beginner,12,4.7,Dr. N. Rao,"Learn React through a fundamentals focused course, covering key concepts in Web Development.",25991,2499,Spanish,"project-based, mentor-support, quiz-included",[]
1681,"Graph Databases - Basics (Crash Course, Pluralsight)",Databases,graph databases basics databases,Beginner,8,3.8,Prof. M. Khan,"Learn Graph Databases through a basics focused course, covering key concepts in Databases.",18510,1999,English,"trending, certificate",[]
1682,"Interactive Charts - Intermediate Techniques (Crash Course, LinkedIn Learning)",Data Visualization,interactive charts intermediate techniques data visualization,Advanced,25,4.5,Prof. M. Khan,"Learn Interactive Charts through a intermediate techniques focused course, covering key concepts in Data Visualization.",5742,1499,Spanish,"industry-recognized, trending, hands-on","[9, 367]"
1683,"Google Cloud - Best Practices (Crash Course, Pluralsight)",Cloud & DevOps,google cloud best practices cloud & devops,Advanced,12,3.7,Mr. S. Gupta,"Learn Google Cloud through a best practices focused course, covering key concepts in Cloud & DevOps.",36366,4999,English,"in-demand, industry-recognized, job-ready, mentor-support",[208]
1684,"Data Mining - Industry Applications (Self-Paced, LinkedIn Learning)",Data Science,data mining industry applications data science,Advanced,15,4.3,Prof. R. Iyer,"Learn Data Mining through a industry applications focused course, covering key concepts in Data Science.",35346,1999,Spanish,"project-based, mentor-support","[1271, 1974]"
1685,"Vue.js - Advanced Patterns (Crash Course, Udemy)",Web Development,vue.js advanced patterns web development,Advanced,6,3.7,Prof. R. Iyer,"Learn Vue.js through a advanced patterns focused course, covering key concepts in Web Development.",17257,4999,Hindi,"industry-recognized, quiz-included","[316, 1851]"
1686,"Serverless Computing - Hands-on Practice (Self-Paced, edX)",Cloud & DevOps,serverless computing hands on practice cloud & devops,Intermediate,2,4.8,Prof. R. Iyer,"Learn Serverless Computing through a hands-on practice focused course, covering key concepts in Cloud & DevOps.",12246,3999,Hindi,"industry-recognized, mentor-support, hands-on, certificate",[110]
1687,"Generative AI - Advanced Applications (Self-Paced, Udemy)",AI Specialized,generative ai advanced applications ai specialized,Advanced,25,4.2,Ms. P. Nair,"Learn Generative AI through a advanced applications focused course, covering key concepts in AI Specialized.",19226,3999,Spanish,"in-demand, hands-on",[376]
1688,"Data Analysis - Fundamentals (Project-Based, Udemy)",Data Science,data analysis fundamentals data science,Beginner,15,4.5,Mr. T. Singh,"Learn Data Analysis through a fundamentals focused course, covering key concepts in Data Science.",28690,499,French,"job-ready, mentor-support",[]
1689,"Classification - Fundamentals (Project-Based, edX)",Machine Learning,classification fundamentals machine learning,Beginner,6,4.6,Prof. M. Khan,"Learn Classification through a fundamentals focused course, covering key concepts in Machine Learning.",319,3999,Spanish,"job-ready, certificate, mentor-support, trending",[]
